smiles,role,pubchem_cid,inchikey,pubchem_patent_ids
CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=CC4=CC=CC=C4C=C3C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=CC4=CC=CC=C4C=C3C2=C(C#N)C#N)=C1CCCCCCCCCCC,acceptor,,GTWVOBFNZOPLRX-DGCNFPBJSA-N,
CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=CC4=CC(F)=C(F)C=C4C=C3C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=CC4=CC(F)=C(F)C=C4C=C3C2=C(C#N)C#N)=C1CCCCCCCCCCC,acceptor,,BVGBTMZSDQOWNN-YLTSOMBYSA-N,
C=C/C=C\C1=C2C(=O)/C(=C\C3=C(CCCCCCCCCCC)C4=C(S3)C3=C(S4)C4=C(C5=C(C6=NSN=C64)C4=C(C6=C(S4)C(CCCCCCCCCCC)=C(/C=C4\C(=O)C7=C8C=CC=CC8=CC=C7C4=C(C#N)C#N)S6)N5CC(CC)CCCC)N3CC(CC)CCCC)C(=C(C#N)C#N)C2=CC=C1C,acceptor,,QVLGLOAYWMJPCZ-XCEHFSMJSA-N,
CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(C=C4C(=C3)C3=C(C5=C(C=C(/C=C6\C(=O)C7=C(C=C(C)S7)C6=C(C#N)C#N)S5)S3)C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C2C2=C(C=C(/C=C4\C(=O)C5=C(C=C(C)S5)C4=C(C#N)C#N)S2)S3)C=C1,acceptor,,ZDGAQALHJWTUNS-XPMZPBRASA-N,
CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=CC(F)=C(F)C=C3C2=C(C#N)C#N)SC2=C1SC1=C2N(CCC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CCC(CC)CCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=CC(F)=C(F)C=C3C2=C(C#N)C#N)=C1CCCCCCCCCCC,acceptor,,IROONPMIUUVEHC-OSVRWYDWSA-N,
CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(C=C4C(=C3)C3=C(C5=C(C=C(/C=C6\C(=O)C7=CC=CC=C7C6=C(C#N)C#N)[Se]5)S3)C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C2C2=C(C=C(/C=C4\C(=O)C5=CC=CC=C5C4=C(C#N)C#N)[Se]2)S3)C=C1,acceptor,,VMSUWTPTZIQEFT-NBPLLSTCSA-N,
CCCCCCc1cc(C2(c3ccc(CCCCCC)s3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)s2)(c2ccc(CCCCCC)s2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cs1,acceptor,,ZDSNMXWQJLPRKP-XUEQWGALSA-N,
O=C(C(C=C(Br)C=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=C(CCCCCCCCCCC)C(SC4=C5N(CC(CC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CC)CCCC)C9=C8SC%10=C9SC(/C=C%11/C(C%12=C(C%11=O)C=CC(Br)=C%12)=C(C#N)\\C#N)=C%10CCCCCCCCCCC)=C5S3,acceptor,,PMBBBMCXWRQJDX-OLOVZVDHSA-N,
Clc(cc12)c(Cl)cc1c(=NC3=[N+]4C(c5cc(Cl)c(Cl)cc53)=N6)n7c2=Nc8n([B-]47Oc9ccccc9)c6c%10cc(Cl)c(Cl)cc%108,acceptor,,HJGJDFTUOBCBKB-UHFFFAOYSA-N,
CCCCCC(CCCCC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=C(C1=CC2C(C=C1)c1ccc(-c3cc6c7c(ccc8c9c%10c(c3c87)=CC=C3C(=O)N(C(CCCCC)CCCCC)C(=O)C(C=C9)C3%10)C(=O)N(C(CCCCC)CCCCC)C6=O)cc1C21c2ccccc2C2C=CC=CC21)C=C1C(=O)N(C(CCCCC)CCCCC)C(=O)C(C=C4)C15,acceptor,,MUPHYIVBLBZWFE-UHFFFAOYSA-N,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5CC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc3CC(CC)CCCC)sc2-4)cc1,acceptor,,LWSVFVCDACRWMI-CYDVBDQDSA-N,
CCCCCCCCOC(=O)c1cc2c(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc(-c4sc(/C=c6\sc(=C(C#N)C#N)n(CC)c6=O)c6sc(C(=O)OCCCCCCCC)cc46)cc3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)sc(/C=c3\sc(=C(C#N)C#N)n(CC)c3=O)c2s1,acceptor,,NXYIIIDRIWXVKF-XUOCMUPASA-N,
CCCCC(CC)Cn1c2ccc(-c3ccc(/C=C4/SC(=S)N(CC)C4=O)c4nsnc34)cc2c2cc3c(cc21)c1cc(-c2ccc(/C=C4/SC(=S)N(CC)C4=O)c4nsnc24)ccc1n3CC(CC)CCCC,acceptor,,DIERQLMWVDVEDI-GBEOFQBWSA-N,
CCCCCCCCN1C(=O)c2c(-c3ccccc3)cc3c4c5c(c6cc(-c7ccccc7)c(c2c36)C1=O)=CC(c1ccccc1)=C1C(=O)N(CCCCCCCC)C(=O)C(C(c2ccccc2)=C4)C15,acceptor,,METWHNINDSPHTM-UHFFFAOYSA-N,
CCCCCCCCN1C(=O)c2c(CCc3ccccc3)cc3c4c5c(c6cc(CCc7ccccc7)c(c2c36)C1=O)=CC(CCc1ccccc1)=C1C(=O)N(CCCCCCCC)C(=O)C(C(CCc2ccccc2)=C4)C15,acceptor,,SGLHFJLXTXXYGK-UHFFFAOYSA-N,
CCCCCCCCN1C(=O)c2c(CCCCCC)cc3c4c5c(c6cc(CCCCCC)c(c2c36)C1=O)=CC(CCCCCC)=C1C(=O)N(CCCCCCCC)C(=O)C(C(CCCCCC)=C4)C15,acceptor,,IBBANWLEFIBVHN-UHFFFAOYSA-N,
CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC(Br)=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC(Br)=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,acceptor,,ZGURYVQQDIWJEP-RAZNYSMDSA-N,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(Cl)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(Cl)cc5C4=C(C#N)C#N)sc23)cc1,acceptor,,BDHDGFGSMIGEJR-RAZNYSMDSA-N,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc23)cc1,acceptor,,ZUPZKEDVYYAZKH-RAZNYSMDSA-N,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(I)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(I)cc5C4=C(C#N)C#N)sc23)cc1,acceptor,,UCVQJKMDURAKHE-RAZNYSMDSA-N,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7cc(Br)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5cc(Br)ccc5C4=C(C#N)C#N)sc23)cc1,acceptor,,KGXMDAQHCGXIHZ-UHFFFAOYSA-N,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7cc(Cl)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5cc(Cl)ccc5C4=C(C#N)C#N)sc23)cc1,acceptor,,SLSIYRIEJXANDE-UHFFFAOYSA-N,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7cc(F)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)sc23)cc1,acceptor,170920807.0,JQWGMJFGFSVXOI-UHFFFAOYSA-N,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7cc(I)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5cc(I)ccc5C4=C(C#N)C#N)sc23)cc1,acceptor,,FNYKVJJYDHIFGY-UHFFFAOYSA-N,
O=C(c(c1cc23)cc2c4nc5n6[B-]7(Cl)[n+]4c3nc(c(cc8c(n9C(CCCCC)CCCCC)=O)c%10cc8c9=O)n7c%10nc6c%11cc(C(N(C%12=O)C(CCCCC)CCCCC)=O)c%12cc5%11)N(C1=O)C(CCCCC)CCCCC,acceptor,,ULZWZMPRMHHEFH-UHFFFAOYSA-N,
O=C(c(c1cc23)cc2c4nc5n6[B-]7(Cl)[n+]4c3nc(c(cc8c(n9CCCC)=O)c%10cc8c9=O)n7c%10nc6c%11cc(C(N(C%12=O)CCCC)=O)c%12cc5%11)N(C1=O)CCCC,acceptor,,DUAIKALXSREVPF-UHFFFAOYSA-N,
O=C(c(c1cc23)cc2c4nc5n6[B-]7(F)[n+]4c3nc(c(cc8c(n9C(CCCCC)CCCCC)=O)c%10cc8c9=O)n7c%10nc6c%11cc(C(N(C%12=O)C(CCCCC)CCCCC)=O)c%12cc5%11)N(C1=O)C(CCCCC)CCCCC,acceptor,,ZXAFRYNNRJXROI-UHFFFAOYSA-N,
O=C(c(c1cc23)cc2c4nc5n6[B-]7(F)[n+]4c3nc(c(cc8c(n9CCCC)=O)c%10cc8c9=O)n7c%10nc6c%11cc(C(N(C%12=O)CCCC)=O)c%12cc5%11)N(C1=O)CCCC,acceptor,,UVTWSHCFQVJSCX-UHFFFAOYSA-N,
CCCCCCOc1c(OCCCCCC)c(-c2ccc(/C=C3\SC(=S)N(CC)C3=O)s2)c2nsnc2c1-c1ccc(/C=C2\SC(=S)N(CC)C2=O)s1,acceptor,,YDGSOVDEDWRSSW-ZDSKVHJSSA-N,
CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=CC=C1C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C4c2cc3c(CC(CC)CCCC)c4sc(-c6cc7c8c(ccc9c%10c%11c(c6c98)=CC=C6C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C%10)C6%11)C(=O)N(C(CCCCCC)CCCCCC)C7=O)cc4c(CC(CC)CCCC)c3s2)C15,acceptor,,NASSSKZITWLYSX-UHFFFAOYSA-N,
CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=CC=C1C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C4c2cc3c(CC(CC)CCCC)c4sc6c(sc7c(CC(CC)CCCC)c8c(sc9c8sc8c(CC(CC)CCCC)c%10cc(-c%11cc%12c%13c(ccc%14c%15c%16c(c%11c%14%13)=CC=C%11C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C%15)C%11%16)C(=O)N(C(CCCCCC)CCCCCC)C%12=O)sc%10c(CC(CC)CCCC)c89)c(CC(CC)CCCC)c76)c4c(CC(CC)CCCC)c3s2)C15,acceptor,,AXZNQQWOMMUFRM-UHFFFAOYSA-N,
CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=CC=C1C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C4c2cc3sc4c(CC(CC)CCCC)c6c(sc7cc(-c8cc9c%10c(ccc%11c%12c%13c(c8c%11%10)=CC=C8C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C%12)C8%13)C(=O)N(C(CCCCCC)CCCCCC)C9=O)sc76)c(CC(CC)CCCC)c4c3s2)C15,acceptor,,ZYJJUOWAHRAMKR-UHFFFAOYSA-N,
CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4c5c6c(c7c(sc8c7sc7c(CC(CC)CCCC)c9c(sc%10c9sc9c%11c%12c%13c(c%14ccc%15c%16c(cc(c9%10)c%12c%16%14)C(=O)N(C(CCCCCC)CCCCCC)C%15=O)=CC=C9C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=%11)C9%13)c(CC(CC)CCCC)c78)c7cc(c2c3c67)C1=O)C=C1C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C4)C15,acceptor,,VXRXUBVRQZKZBJ-UHFFFAOYSA-N,
CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4c5c6c(c7sc8c(CC(CC)CCCC)c9c(sc%10c%11cc%12c%13c(ccc%14c%15c%16c(c(c%109)=CC9C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=CC=%15)C%169)c%11c%13%14)C(=O)N(C(CCCCCC)CCCCCC)C%12=O)c(CC(CC)CCCC)c8c7c7cc(c2c3c67)C1=O)C=C1C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C4)C15,acceptor,,COZWGEPIFZSCQC-UHFFFAOYSA-N,
CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4c5c6c(c7sc8c(CC(CC)CCCC)c9c(sc%10c9sc9c(CC(CC)CCCC)c%11c(sc%12c%11sc%11c(CC(CC)CCCC)c%13c(sc%14c%15cc%16c%17c(ccc%18c%19c%20c(c(c%14%13)=CC%13C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=CC=%19)C%20%13)c%15c%17%18)C(=O)N(C(CCCCCC)CCCCCC)C%16=O)c(CC(CC)CCCC)c%11%12)c(CC(CC)CCCC)c9%10)c(CC(CC)CCCC)c8c7c7cc(c2c3c67)C1=O)C=C1C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C4)C15,acceptor,,ZAPDFFIPYROWJB-UHFFFAOYSA-N,
CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4ccc5c6c(cc(-c7cc8cc9c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%10ccc%11c%12ccc%13c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%14cc7c(c8c%11c%109)c%12c%13%14)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCC)CCCCCC)C5=O,acceptor,,PNBKHVMHTIOAPY-UHFFFAOYSA-N,
CCCCCC(CC)CN1C(=O)C2=CC(c3ccc(C4=c5c6c(c7c(OCCOC)cc8c9c(ccc5c97)C(=O)N(CC(CC)CCCC)C8=O)C=CC5C(=O)N(CC(CC)CCCCC)C(=O)C(=C4)C65)s3)=c3c4c(c5c(OCCOC)cc6c7c(ccc3c75)C(=O)N(CC(CC)CCCC)C6=O)C=CC(C1=O)C24,acceptor,,BRQXEWUDUIPLGR-UHFFFAOYSA-N,
CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(/C=C4\SC(=S)N(CC)C4=O)c4nsnc34)ccc2-c2ccc(-c3ccc(/C=C4\SC(=S)N(CC)C4=O)c4nsnc34)cc21,acceptor,,OLBOENQKGKQCJD-XOTMQJHLSA-N,
CCCCCCCCCCC1(CCCCCCCCCC)c2cc(-c3ccc(/C=c4/sc(=C(C#N)C#N)n(CCCCCC)c4=O)c4nsnc34)ccc2-c2ccc(-c3ccc(/C=c4/sc(=C(C#N)C#N)n(CCCCCC)c4=O)c4nsnc34)cc21,acceptor,,KCYUNMOGNVVWIR-PJNHCXOLSA-N,
CCCCCCCCCCC1(CCCCCCCCCC)c2cc(-c3ccc(C=C4SC(SCCCCCC)=C(SCCCCCC)S4)c4nsnc34)ccc2-c2ccc(-c3ccc(C=C4SC(SCCCCCC)=C(SCCCCCC)S4)c4nsnc34)cc21,acceptor,132505166.0,ACLQNMZIKPEVFB-UHFFFAOYSA-N,
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(/C=C4\SC(=S)N(CC)C4=O)c4nsnc34)ccc2-c2cc3c(cc21)-c1ccc(-c2ccc(/C=C4\SC(=S)N(CC)C4=O)c4nsnc24)cc1C3(CC(CC)CCCC)CC(CC)CCCC,acceptor,,UNWUGKIWXSMAND-JKZDWTLTSA-N,
CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(C=C4C(=O)N(CC)C(=S)N(CC)C4=O)s3)ccc2-c2ccc(-c3ccc(C=C4C(=O)N(CC)C(=S)N(CC)C4=O)s3)cc21,acceptor,,MUDOXUOLHHAMIS-UHFFFAOYSA-N,
CCCCCCCCCCN1C(=O)C2C(=C1c1cccs1)C(=O)N(CCCCCCCCCC)C2c1ccc(C(=C(C#N)C#N)C(=C(C#N)C#N)c2ccc(-n3c4ccccc4c4ccccc43)cc2)s1,acceptor,,FHOGAEROMDYRMF-UHFFFAOYSA-N,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6ccc(F)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,acceptor,,URZPEPBUUUSWOE-UIDLIDIYSA-N,
CCCCC(CC)Cn1c2cc3c(=O)n(C(CC)CC)c(=O)c4ccc5c6c(-c7cc8c(=O)n(C(CC)CC)c(=O)c9cc%10c%11c(c7c7ccc%12c(=O)n(C(CC)CC)c(=O)c%13cc(c%11c7c%12%13)n%10CC(CC)CCCC)c89)cc7c(=O)n(C(CC)CC)c(=O)c8cc1c(c6c78)c2c5c43,acceptor,,AUTFFPPTWRNVDO-UHFFFAOYSA-N,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=C6/SC(=S)N(CCC)C6=O)c6nsnc56)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(/C=C5/SC(=S)N(CCC)C5=O)c5nsnc35)sc2-4)cc1,acceptor,,VXFZMDYYWQGPGP-DJXRTBNASA-N,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(C)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc23)cc1,acceptor,,POPQTDZOTZRWQX-SLEPYUFOSA-N,
CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(/C=C4/SC(=S)N(CC)C4=O)c4nsnc34)ccc2-c2ccc(-c3ccc(/C=C4/SC(=S)N(CC)C4=O)c4nsnc34)cc21,acceptor,,OLBOENQKGKQCJD-ROIZXALESA-N,
CCCCCCCCn1c2cc(-c3ccc(/C=C4\SC(=S)N(CC)C4=O)c4nsnc34)ccc2c2ccc(-c3ccc(/C=C4\SC(=S)N(CC)C4=O)c4nsnc34)cc21,acceptor,,TWRAVHRHRUWTMJ-RXCNPGAZSA-N,
CCCCCCc1ccc(-c2c3sc4c(c3c(-c3ccc(CCCCCC)cc3)c3sc5c(c23)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c6cc(Cl)c(Cl)cc6C3=C(C#N)C#N)sc2-5)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c5cc(Cl)c(Cl)cc5C3=C(C#N)C#N)sc2-4)cc1,acceptor,,SQJHQXLKPSWXBV-XKLBEEBYSA-N,
CCCCCCCCOc1c2sc3c(c2c(-c2ccc(CCCCCC)cc2)c2sc4c(c12)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C2\C(=O)c5cc(Cl)c(Cl)cc5C2=C(C#N)C#N)sc1-4)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C2\C(=O)c4cc(Cl)c(Cl)cc4C2=C(C#N)C#N)sc1-3,acceptor,,DLEBXUGZLGDINQ-HWBZHKKGSA-N,
CCCCCCCCOc1c2sc3c(c2c(CCCCCCCC)c2sc4c(c12)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C2\C(=O)c5cc(Cl)c(Cl)cc5C2=C(C#N)C#N)sc1-4)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C2\C(=O)c4cc(Cl)c(Cl)cc4C2=C(C#N)C#N)sc1-3,acceptor,,UNANZKLRANFNLS-XICSKVCUSA-N,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5c(sc6c7cc8c(=O)n(C(CCCCC)CCCCC)c(=O)c9ccc%10c%11ccc%12c(=O)n(C(CCCCC)CCCCC)c(=O)c%13cc(c56)c(c%11c%12%13)c7c%10c98)c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c2sc2c4cc5c(=O)n(C(CCCCC)CCCCC)c(=O)c6ccc7c8ccc9c(=O)n(C(CCCCC)CCCCC)c(=O)c%10cc(c32)c(c8c9%10)c4c7c65)cc1,acceptor,,VIMDVMQRBUOLHD-UHFFFAOYSA-N,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)s3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7cc(F)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)s2)(c2ccc(CCCCCC)s2)c2c-4sc3cc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)sc23)s1,acceptor,,JJNAYDBWVIGEJT-UHFFFAOYSA-N,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7sccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5sccc5C4=C(C#N)C#N)sc23)cc1,acceptor,,KEQCDPNNIVGOCL-XPMZPBRASA-N,
CCCCCCOc1cc(/C=C(\C#N)c2ccc(-c3ccc4c5c(cccc35)C(=O)N(CC(CC)CCCC)C4=O)s2)c(OCCCCCC)cc1/C=C(\C#N)c1ccc(-c2ccc3c4c(cccc24)C(=O)N(CC(CC)CCCC)C3=O)s1,acceptor,,IZTYULLJDUWFAQ-OSIAYSHKSA-N,
CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4ccc5c6c(cc(C#Cc7cc(C#Cc8cc9c%10c(ccc%11c%12ccc%13c%14c(ccc(c8c%10%11)c%14%12)C(=O)N(C(CCCCCC)CCCCCC)C%13=O)C(=O)N(C(CCCCCC)CCCCCC)C9=O)c8ccc9c(C#Cc%10cc%11c%12c(ccc%13c%14ccc%15c%16c(ccc(c%10c%12%13)c%16%14)C(=O)N(C(CCCCCC)CCCCCC)C%15=O)C(=O)N(C(CCCCCC)CCCCCC)C%11=O)cc(C#Cc%10cc%11c%12c(ccc%13c%14ccc%15c%16c(ccc(c%10c%12%13)c%16%14)C(=O)N(C(CCCCCC)CCCCCC)C%15=O)C(=O)N(C(CCCCCC)CCCCCC)C%11=O)c%10ccc7c8c%109)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCC)CCCCCC)C5=O,acceptor,,YZDNASJJIHJLPH-UHFFFAOYSA-N,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc5OCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3OCC(CC)CCCC)sc2-4)cc1,acceptor,,ZDIRJORRKGPNQG-VMEYAEKKSA-N,
CCCCCCOc1ccc(C2(c3ccc(OCCCCCC)c(F)c3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(OCCCCCC)c(F)c2)(c2ccc(OCCCCCC)c(F)c2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1F,acceptor,,OHNNXTSABMZMJY-NNYKMJHJSA-N,
CCCCCCOc1ccc(C2(c3ccc(OCCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(OCCCCCC)cc2)(c2ccc(OCCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,acceptor,,ZPHMAWGDGKZHKM-NBPLLSTCSA-N,
CCCCCCOc1cccc(C2(c3cccc(OCCCCCC)c3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2cccc(OCCCCCC)c2)(c2cccc(OCCCCCC)c2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)c1,acceptor,,XCCKCSDGSFHARG-NBPLLSTCSA-N,
O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\\C#N)C2=C/C3=CC=C(/C(C(C=C/4)=NC4=C5\\C6=C(OCCCCCCCCCCCC)C=CC=C6OCCCCCCCCCCCC)=C7C=C/C8=C(C9=C(OCCCCCCCCCCCC)C=CC=C9OCCCCCCCCCCCC)/C%10=N/C(C=C%10)=C(C%11=CC=C(/C=C%12C(C(C=C(F)C(F)=C%13)=C%13C\\%12=C(C#N)\\C#N)=O)S%11)\\C%14=CC=C5N%14[Zn]N8\\7)S3,acceptor,,GLPBRUAINXJVRC-GISOECEHSA-M,
