smiles,role,pubchem_cid,inchikey,pubchem_patent_ids
CCCCCCCCC(CCCCCC)CN1N=C2C(C3=CC=CS3)=C(F)C(F)=C(C3=CC=C(C4=CC5=C(C6=CC(SCC(CC)CCCC)=CC=C6)C6=C(C=CS6)C(C6=CC=CC(SCC(CC)CCCC)=C6)=C5S4)S3)C2=N1,donor,,KRYNTSDXCONSHB-UHFFFAOYSA-N,
CCCCCCCCC(CCCCCC)COC1=CC(C2=CC=C(C3=C(F)C(F)=C(C4=CC=CS4)C4=NSN=C34)S2)=C(OCC(CCCCCC)CCCCCCCC)C=C1,donor,,AMRCJEZTDUINOQ-UHFFFAOYSA-N,
CCCCCCCCC1=C(C2=CC=C(C3=C(CCCCCCCC)C=C(C4=CC5=C(C6=CC(Cl)=C(CC(CC)CCCC)S6)C6=C(C=C(C7=CC(CCCCCCCC)=C(C8=CC=C(C9=C(CCCCCCCC)C=C(/C=C(\C#N)C(=O)OCC(CC)CCCC)S9)S8)S7)S6)C(C6=CC(Cl)=C(CC(CC)CCCC)S6)=C5S4)S3)S2)SC(/C=C(/C#N)C(=O)OCC(CC)CCCC)=C1,donor,,ATVAMUCOPQWVPO-XMBLTDOMSA-N,
CCCCCCCCN1C(=O)C2=C(C3=CC(F)=CS3)C3=NN(CC(CC)CCCC)N=C3C(C3=CC(F)=C(C4=CC5=C(S4)C(C4=CC=C(CC(CC)CCCC)S4)=C4C=CSC4=C5C4=CC=C(CC(CC)CCCC)S4)S3)=C2C1=O,donor,,ICLZLLCIIHEQMM-UHFFFAOYSA-N,
CCCCCCCCCCCCC(CCCCCCCCCC)CC1=CSC(C2=C(F)C(F)=C(C3=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(C4=CC=C(C5=CC=CS5)S4)S3)C3=NSN=C23)=C1,donor,,PQASVQREYSRFDW-UHFFFAOYSA-N,
CCCCC(CC)COC(=O)C1=C(Cl)C2=CSC(C3=CC4=C(C5=CC=C(CC(CC)CCCC)S5)C5=C(C=CS5)C(C5=CC=C(CC(CC)CCCC)S5)=C4S3)=C2S1,donor,,ORHXZQHWHRDSJQ-UHFFFAOYSA-N,
CCCCC(CC)CSC1=C(Cl)C=C(C2=C3SC=CC3=C(C3=CC(Cl)=C(SCC(CC)CCCC)S3)C3=C2C=C(C2=CC=C(C4=C5C(=O)C6=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C6C(=O)C5=C(C5=CC=CS5)S4)S2)S3)S1,donor,,SMPOMPFXIWBHJV-UHFFFAOYSA-N,
CCCCCCCCC1=CC=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)N(CC(CCCCCC)CCCCCCCC)C(=O)C6=C(C6=C7C(=O)N(CC(CCCCCC)CCCCCCCC)C(=O)C7=C(C7=CC=CS7)S6)S5)S4)SC3=C(C3=CC=C(CCCCCCCC)S3)C3=C2SC=C3)S1,donor,,DCCVWVWBKQOHMC-UHFFFAOYSA-N,
CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=CS2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(C2=CC=C(C4=C(F)C(F)=C(C5=CC=CS5)C5=NN(CC(CCCC)CCCCCC)N=C45)S2)=C3)C=C1,donor,,NWXHVBXELVLOQO-UHFFFAOYSA-N,
CCCCCCCCCCC(CCCCCCCC)CC1=C2C(=O)C3=C(C4=CC=C(C5=CC(F)=CS5)S4)SC(C4=CC=C(C5=CC(F)=CS5)S4)=C3C(=O)C2=C(CC(CCCCCCCC)CCCCCCCCCC)S1,donor,,HKEPSHKIDFPOIS-UHFFFAOYSA-N,
CCCCCCCCCCC(CCCCCCCC)CC1=C2C(=O)C3=C(C4=CC=C(C5=CC=CS5)S4)SC(C4=CC=C(C5=CC=CS5)S4)=C3C(=O)C2=C(CC(CCCCCCCC)CCCCCCCCCC)S1,donor,,UQJDEHMAMNFVOL-UHFFFAOYSA-N,
CCCCC(CC)CC1=CC=C(C2=C3C=C(C4=CC5=C(C6=CC=C(CC(CC)CCCC)S6)C6=C(C=C(C7=CC8=C(C9=CC=C(CC(CC)CCCC)S9)C9=C(C=C(/C=C%10/SC(=S)N(CC)C%10=O)S9)C(C9=CC=C(CC(CC)CCCC)S9)=C8S7)S6)C(C6=CC=C(CC(CC)CCCC)S6)=C5S4)SC3=C(C3=CC=C(CC(CC)CCCC)S3)C3=C2SC(/C=C2\SC(=S)N(CC)C2=O)=C3)S1,donor,,WVBHMFJHQYNMJD-STRPZXHISA-N,
CCCCCCCCC(CCCCCC)CN1N=C2C(C3=CC=C(/C=C(/C#N)C(=O)OCC(CC)CCCC)S3)=C(F)C(F)=C(C3=CC=C(C4=CC5=C(OCC(CC)CCCC)C6=C(C=C(C7=CC=C(C8=C(F)C(F)=C(C9=CC=C(/C=C(\C#N)C(=O)OCC(CC)CCCC)S9)C9=NN(CC(CCCCCC)CCCCCCCC)N=C89)S7)S6)C(OCC(CC)CCCC)=C5S4)S3)C2=N1,donor,,BECXUOSLYRSGNP-LEIHNENNSA-N,
CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(C)s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,donor,58454153.0,BQNPBRPGAFHDFI-UHFFFAOYSA-N,US-10224484-B2;US-10431745-B2;US-20110240981-A1;US-20110315967-A1;US-2011240981-A1;US-20120074393-A1;US-20120085992-A1;US-20120108740-A1;US-20120142872-A1;US-2012074393-A1;US-2012108740-A1;US-20130228771-A1;US-2013228771-A1;US-20140080994-A1;US-20140217329-A1;US-20140299871-A1;US-20140306212-A1;US-2014217329-A1;US-2014299871-A1;US-2014306212-A1;US-20150029638-A1;US-20150056746-A1;US-2015029638-A1;US-2015056746-A1;US-20160072084-A1;US-20160087230-A1;US-20160276060-A1;US-2016072084-A1;US-2016087230-A1;US-2016276060-A1;US-20170148991-A1;US-20170148992-A1;US-2017148991-A1;US-2017148992-A1;US-2018331296-A1;US-2019027690-A9;US-20230301185-A1;US-8835579-B2;US-8912305-B2;US-8946376-B2;US-9074050-B2;US-9187600-B2;US-9209412-B2;US-9543521-B2;US-9608219-B2;US-9786409-B2;US-9893288-B2;US-9929364-B2;US-9978943-B2;US20110240981;US20110240981A1;US20110315967;US20110315967A1;US20120074393;US20120108740;US20120142872;US20130228771;US20140080994;US20140217329;US20140299871;US20140306212;US20150029638;US20150056746;US8835579;US8912305;US8946376;US9074050;US9187600;US9209412
CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5cc(F)c(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5cc(F)c(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,donor,,NSMVCMFFVMFTEX-UHFFFAOYSA-N,
CCCCCCC(CCCC)COc1c(OCC(CCCC)CCCCCC)c(-c2cc(F)c(-c3sc(C)cc3F)s2)c2nsnc2c1C,donor,,IMQWAYFSRHAGBA-UHFFFAOYSA-N,
CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5cc(F)c(CSC(CC)CCCC)s5)c5sc(C)cc5c(-c5cc(F)c(CSC(CC)CCCC)s5)c4s3)sc(C)c2c1F,donor,,GWGIFUQBBWMNFE-UHFFFAOYSA-N,
CCCCCCCCOc1ccc(-c2nc3c(C)c(F)c(F)c(-c4cc(F)c(-c5sc(C)cc5F)s4)c3nc2-c2ccc(OCCCCCCCC)c(OCCCCCCCC)c2)cc1OCCCCCCCC,donor,,KWFRCXJKQZSBAK-UHFFFAOYSA-N,
CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(C)s5)s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,donor,,ZVUZXHPBOPUILM-UHFFFAOYSA-N,
CCCCCCCCC(CCCCCC)Cc1cc(C)sc1-c1ccc(-c2c(F)c(F)c(-c3ccc(-c4sc(-c5c(F)c(F)c(C)c6c5C(=O)N(CC(CCCCCC)CCCCCCCC)C6=O)cc4CC(CCCCCC)CCCCCCCC)s3)c3nsnc23)s1,donor,,ZWONPDMNUZBWCT-UHFFFAOYSA-N,
CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)[se]5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)[se]5)c4s3)sc(C)c2c1F,donor,,VYFHPDQRKVADHE-UHFFFAOYSA-N,
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc3c(cc2C2SC(C)=CC21)c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c1cc(-c2ccc(-c4sc(-c5ccc(C)s5)c5c4C(=O)c4c(CC(CC)CCCC)sc(CC(CC)CCCC)c4C5=O)s2)sc31,donor,,AOSSEJOGIVUXEW-UHFFFAOYSA-N,
CCCCCCC(CCCC)CCc1c2cc(-c3ccc(-c4c(C#N)nc(-c5ccc(C)s5)c5nn(CC(CCCC)CCCCCC)nc45)s3)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12,donor,,LECILLNJLBISJB-UHFFFAOYSA-N,
CCCCCCCCC(CCCCCC)Cc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nn(CCCCCCCC)nc56)s4)sc3c(-c3ccc(CC(CCCCCC)CCCCCCCC)s3)c3cc(C)sc23)s1,donor,170253290.0,KQMWFCAKZCBZEM-UHFFFAOYSA-N,US-20230129045-A1
CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc(CCCCCC)c(-c5ccc(-c6ccc(-c7sc(C)cc7CCCCCC)s6)s5)s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,donor,,FNISNNIYEKOXHL-UHFFFAOYSA-N,
CCCCCCC(CCCC)COc1c(OCC(CCCC)CCCCCC)c(-c2cc3sc(C)cc3s2)c2nsnc2c1C,donor,,GKCKEAQKDGFSNE-UHFFFAOYSA-N,
CCCCCCCCCCC(CCCCCCCC)Cc1ccc(-c2c3cc(-c4cc(C#N)c(/C=C/c5sc(C)cc5C#N)s4)sc3c(-c3ccc(CC(CCCCCCCC)CCCCCCCCCC)s3)c3cc(C)sc23)s1,donor,,BKHNVAOULXHIOG-VGFSZAGXSA-N,
CCCCCCC(CCCC)Cc1sc(-c2c3cc(-c4ccc(-c5c6nn(CC(CC)CCCC)nc6c(-c6ccc(C)s6)c6cc(C(=O)OCC(CC)CCCC)sc56)s4)sc3c(-c3cc(F)c(CC(CCCC)CCCCCC)s3)c3cc(C)sc23)cc1F,donor,,LKBHBRJKCYBNFC-UHFFFAOYSA-N,
CCCCCCCCC(CCCCCC)Cc1cc(C)sc1-c1ccc(-c2c(F)c(F)c(-c3ccc(-c4sc(-c5ccc(C)c6c5C(=O)N(CC(CCCCCC)CCCCCCCC)C6=O)cc4CC(CCCCCC)CCCCCCCC)s3)c3nsnc23)s1,donor,,IXKMKKCBWPEOOQ-UHFFFAOYSA-N,
CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc(CCCCCC)c(-c5ccc(-c6sc(C)cc6CCCCCC)s5)s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,donor,90076580.0,YTHHKZJTZSLIMA-UHFFFAOYSA-N,US-20140080994-A1;US-9074050-B2;US20140080994;US9074050
CCCCCCC(CCCC)COC(=O)c1cc2c(-c3ccc(C)s3)c3nn(CC(CCCC)CCCCCC)nc3c(-c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6cc(F)c(CC(CC)CCCC)s6)c5s4)s3)c2s1,donor,,KDNYBUWWVJXZDF-UHFFFAOYSA-N,
CCCCCCCCCCCCC(CCCCCCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4ccc(/C(C#N)=C/c5cc(OCC(CCCCCCCC)CCCCCCCCCC)c(/C=C(\C#N)c6ccc(C)s6)cc5OCC(CCCCCCCC)CCCCCCCCCC)s4)s3)c2n1,donor,,LYCZIFHFUBFGIN-LJZPPFGRSA-N,
O=C1N(C(c2ncc(C)cc2)=C3C1=C(N(C3=O)CCCCCCCCCCCCCCCC)c4ccc(C#CC5=c(cc6)n([Zn]n7c(/C(C#CC)=C8C=CC9=N/8)ccc7/C(c%10cc(OCC(CCCC)CCCCCC)c(OCC(CCCC)CCCCCC)c(OCC(CCCC)CCCCCC)c%10)=C%11C=CC5=N/%11)c6=C9c%12cc(OCC(CCCC)CCCCCC)c(OCC(CCCC)CCCCCC)c(OCC(CCCC)CCCCCC)c%12)cn4)CCCCCCCCCCCCCCCC,donor,,JLVJOJFPYXZAAW-YSOSHKBUSA-M,
CCCCCCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4cc5c(=O)n(CC(CCCC)CCCCCC)c(=O)c6cc(C)sc6c5s4)s3)s2)sc1C,donor,,MWXUGMPPJOMOFJ-UHFFFAOYSA-N,
CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2C1=O,donor,124143645.0,DSMYBTSFWOILAN-UHFFFAOYSA-N,US-10003025-B2;US-10355212-B2;US-11832461-B2;US-12041797-B2;US-20160372674-A1;US-2016372674-A1;US-20170279051-A1
CCCCCCCCc1sc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nn(CC(CCCCCCCC)CCCCCCCC)nc56)s4)sc3c(-c3cc(Cl)c(CCCCCCCC)s3)c3cc(C)sc23)cc1Cl,donor,,ZKIAPXDZHJCQQK-UHFFFAOYSA-N,
CCCCCCCCCCCCC(CCCCCCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4ccc(/C(C#N)=C/c5cc(OCC(CCCCCC)CCCCCCCC)c(/C=C(\C#N)c6ccc(C)s6)cc5OCC(CCCCCC)CCCCCCCC)s4)s3)c2n1,donor,,NHPIMHUFWLVEGD-OGJYTNGQSA-N,
CCCCCCCCC(CCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s3)cc21,donor,58273753.0,QODPEYHJBSHUAA-UHFFFAOYSA-N,US-10256423-B2;US-10894770-B2;US-12029052-B2;US-12041797-B2;US-12043749-B2;US-20110121273-A1;US-20120085992-A1;US-20120211082-A1;US-20130255780-A1;US-20140166942-A1;US-2014166942-A1;US-20150094436-A1;US-20150122334-A1;US-20150194607-A1;US-20150295180-A1;US-20160056383-A1;US-20160093807-A1;US-20160126462-A1;US-20160141536-A1;US-20170033304-A1;US-20170288156-A1;US-2017288156-A1;US-2018282274-A1;US-20230135345-A1;US-20230189540-A1;US-8530889-B2;US-8969718-B2;US-9212254-B2;US-9249257-B2;US-9923143-B2;US20110121273A1;US20120211082;US20130255780;US20130333758;US20140166942;US20150094436;US20150122334;US20150194607;US8969718;US9212254
CCCCCCCCN1C(=O)c2c(-c3cc(CCCCCC)c(C)s3)sc(-c3cc(CCCCCC)c(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2C1=O,donor,,FZZGHPCINMFLRA-UHFFFAOYSA-N,
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc3c(cc2C2SC(C)=CC21)c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c1cc(-c2sc(-c4c(F)c(F)c(-c5cc(CCCCCC)c(C)s5)c5nsnc45)cc2CCCCCC)sc31,donor,,PNBBQQZWPRQLKN-UHFFFAOYSA-N,
CCCCCCC(CCCC)COc1c(OCC(CCCC)CCCCCC)c(-c2ccc(-c3ccc(C)s3)s2)c2nsnc2c1C,donor,,OYOOHMFBNGYJCZ-UHFFFAOYSA-N,
CCCCCCCCOc1ccc(-c2nc3c(C)c(F)c(F)c(-c4ccc(-c5ccc(C)s5)s4)c3nc2-c2ccc(OCCCCCCCC)c(OCCCCCCCC)c2)cc1OCCCCCCCC,donor,,XIUPVBXDKCAERE-UHFFFAOYSA-N,
CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4ccc(-c5ccc6sc(C)cc6c5)s4)s3)c3nsnc23)sc1C,donor,,WAIIZNVJDUBQMG-UHFFFAOYSA-N,
CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c4ccc(-c5ccc(C)s5)s4)s3)c3nsnc23)sc1C,donor,132109112.0,XVIDAXYJQOKHNS-UHFFFAOYSA-N,WO-2017191468-A1
CCCCCCCCSc1ccc(-c2c3cc(-c4sc(C)c5c(F)c(C(=O)OCC(CC)CCCC)sc45)sc3c(-c3ccc(SCCCCCCCC)s3)c3cc(C)sc23)s1,donor,,CJHKEKLRDLDYTC-UHFFFAOYSA-N,
CCCCC(CC)COC(=O)c1cc2c(-c3ccc(C)s3)c3nn(CC(CC)CCCC)nc3c(-c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6cc(F)c(CC(CC)CCCC)s6)c5s4)s3)c2s1,donor,,YCSJFUPKKFELSA-UHFFFAOYSA-N,
CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4ccc(-c5ccc(C)s5)s4)s3)c3nsnc23)sc1C,donor,121339349.0,ROLKWHACSCMKPS-UHFFFAOYSA-N,US-11713371-B2;US-20160141499-A1;US-20160322575-A1;US-2019245150-A1;US-2019393423-A1;US-2020308342-A1;US-9831433-B2
CC(C1C2c3c(C)cc(C)cc3C)=C(C#Cc4sc(C)c(CC(CCCC)CC)c4)C(C)=[N+]1[B-](F)(F)n5c2c(C)c(C#CC)c5C,donor,,FSVQDQCYOFINMY-UHFFFAOYSA-N,
CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5sc(SCC(CC)CCCC)c6c5OCCO6)c5sc(C)cc5c(-c5sc(SCC(CC)CCCC)c6c5OCCO6)c4s3)sc(C)c2c1F,donor,,HIJDHZBAPUZVGB-UHFFFAOYSA-N,
CCCCCCCCC(CCCCCC)COc1cc(-c2ccc(-c3c(F)c(F)c(C)c4nsnc34)s2)c(OCC(CCCCCC)CCCCCCCC)cc1-c1ccc(C)s1,donor,118583312.0,WREDAMDNLDHEDW-UHFFFAOYSA-N,US-20150361223-A1;US-9296864-B2
CCCCCCCCCCCCOc1c(OCCCCCCCCCCCC)c(-c2ccc(-c3cc4c(-c5cc(F)c(CCC(CC)CCCC)c(F)c5)c5sc(C)cc5c(-c5cc(F)c(CCC(CC)CCCC)c(F)c5)c4s3)s2)c2nsnc2c1-c1ccc(C)s1,donor,,JKMPFVRZWNZHIK-UHFFFAOYSA-N,
CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7ccc(SCCCCCCCC)s7)c7sc(C)cc7c(-c7ccc(SCCCCCCCC)s7)c6o5)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,donor,,SDLRCLISJVYLLK-UHFFFAOYSA-N,
CCCCC(CC)Cc1ccc(-c2c3cc(-c4sc(C)c5c4C(=O)c4c(CC(CC)CCCC)sc(CC(CC)CCCC)c4C5=O)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,donor,,YINBPMJYSTYCSX-UHFFFAOYSA-N,
CCCCC(CC)Cc1sc(-c2c3cc(-c4sc(C)c(C)c4Cl)sc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1Cl,donor,,XJFLWKHKNLBAIM-UHFFFAOYSA-N,
CCCCCCCCC(CCCCCC)Cc1cc(-c2sc(-c3c(F)c(F)c(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5cc(CC(CCCCCC)CCCCCCCC)c(-c6ccc(-c7ccc(-c8c(F)c(F)c(-c9ccc(C)s9)c9nsnc89)s7)s6)s5)s4)c4nsnc34)cc2CC(CCCCCC)CCCCCCCC)sc1C,donor,,PMRBDAROUVLZQS-UHFFFAOYSA-N,
CCCCCCCCCCCCOc1cc(C)sc1-c1cc(F)c(-c2sc(-c3sc(C)c4c3C(=O)N(CC(CCCCCC)CCCCCCCC)C4=O)cc2OCCCCCCCCCCCC)cc1F,donor,,AGELSGSCCYEQHV-UHFFFAOYSA-N,
CCCCC(CC)Cc1ccc(-c2c3cc(-c4sc(-c5sc(-c6cc(C7CCCCC7)c(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)cc4C4CCCCC4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,donor,,NXOVFPQWOIEESX-UHFFFAOYSA-N,
CCCCC(CC)Cc1sc(-c2c3cc(-c4cc(C(=O)OCC)c(C)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,donor,,LHUWPTSAIBZUNM-UHFFFAOYSA-N,
CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1Cl,donor,138113169.0,HFUIBNHQLUXQAB-UHFFFAOYSA-N,CN-111244289-B;CN-113140681-B;CN-113292095-B;CN-113851586-B;CN-114242892-A;CN-115389891-A;CN-115389891-B;CN-115425144-A;CN-115425144-B;CN-115623794-A;CN-116478570-A;CN-116478570-B;CN-116546831-A;CN-117156875-A;CN-117156875-B;CN-117202676-A;CN-117202676-B;CN-117729785-A;CN-117836956-A;CN-118973280-A;CN-119453970-A;CN-119453970-B;CN-119698166-A;EP-4052298-A1;US-11535631-B2;US-20230022263-A1;US-20230129045-A1;US-20230131130-A1;US-20230422532-A1;US-20240224548-A1;US-20240372023-A1;WO-2023014990-A1;WO-2024063840-A2
CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6ccc([Si](CCC)(CCC)CCC)s6)c6sc(C)cc6c(-c6ccc([Si](CCC)(CCC)CCC)s6)c5s4)s3)c1C2=O,donor,,ZXAMJHROPLQQPP-UHFFFAOYSA-N,
CCCCC(CC)CSc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(SCC(CC)CCCC)s3)c3cc(C)sc23)cc1F,donor,155626969.0,ZKUIATWESUTYBH-UHFFFAOYSA-N,US-11737351-B2;US-11832461-B2
CCCCCCCC(CCCC)Cc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nc(-c7cc(F)c(CC(CC)CCCC)s7)c(-c7cc(F)c(CC(CC)CCCC)s7)nc56)s4)sc3c(-c3ccc(CC(CCCC)CCCCCC)s3)c3cc(C)sc23)s1,donor,,XBKGAINBTWXWNN-UHFFFAOYSA-N,
CCCCCCCCCCC(CCCCCCCC)COC(=O)c1cc(C)sc1-c1cc(F)c(-c2sc(-c3sc(C)cc3C(=O)OCC(CCCCCCCC)CCCCCCCCCC)cc2F)s1,donor,,CSMNFSYEMDCFFA-UHFFFAOYSA-N,
CCCCCCCCCCCCOc1c(OCCCCCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(SCC(CC)CCCC)cc5)c5sc(C)cc5c(-c5ccc(SCC(CC)CCCC)cc5)c4s3)s2)c2nonc2c1-c1ccc(C)s1,donor,,BIDRCCXSALQVSP-UHFFFAOYSA-N,
CCCCCCCCOc1ccc(-c2nc3c(C)c(F)c(F)c(-c4ccc(-c5ccc(-c6ccc(C)s6)cc5)s4)c3nc2-c2ccc(OCCCCCCCC)c(OCCCCCCCC)c2)cc1OCCCCCCCC,donor,,VVMLKIZFIINTDL-UHFFFAOYSA-N,
CCCCC(CC)Cc1sc(-c2c3cc(-c4sc(C)c(C)c4Cl)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,donor,,NZXGVOPEFWRISP-UHFFFAOYSA-N,
CCCCCCCCC(CCCCCC)CN1C(=O)c2c(-c3cc4sc(C)c(CCCCCC)c4s3)sc(-c3cc4sc(-c5cc6c(-c7cc(OC)c(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7cc(OC)c(CC(CC)CCCC)s7)c6s5)c(CCCCCC)c4s3)c2C1=O,donor,,DIFUNXXGORVCJF-UHFFFAOYSA-N,
CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)[se]3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc([Si](CCC)(CCC)CCC)s6)c6sc(C)cc6c(-c6ccc([Si](CCC)(CCC)CCC)s6)c5s4)[se]3)c2n1,donor,,PWRKJBHQYGMXOX-UHFFFAOYSA-N,
CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc([Si](CCC)(CCC)CCC)[se]6)c6sc(C)cc6c(-c6ccc([Si](CCC)(CCC)CCC)[se]6)c5s4)s3)c2n1,donor,,YNOQSYOAMWGPFX-UHFFFAOYSA-N,
CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(-c7ccc(-c8sc(-c9ccc(-c%10cc%11c(-c%12ccc(CC(CC)CCCC)s%12)c%12sc(C)cc%12c(-c%12ccc(CC(CC)CCCC)s%12)c%11s%10)s9)c9c8C(=O)c8c(CC(CC)CCCC)sc(CC(CC)CCCC)c8C9=O)s7)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2n1,donor,,BVRGNKCSRNVQAE-UHFFFAOYSA-N,
CCCCCCCCCC(CCCCCCCC)COC(=O)c1cc(-c2c(F)c(F)c(-c3cc(C(=O)OCC(CCCCCCCC)CCCCCCCCC)c(-c4cc(CC(CCCCCC)CCCCCCC)c(-c5ccc(-c6c(F)c(F)c(-c7ccc(C)s7)c7nsnc67)s5)s4)s3)c3nsnc23)sc1-c1cc(CC(CCCCCC)CCCCCCC)c(C)s1,donor,,DZAUMKAIXIXNSW-UHFFFAOYSA-N,
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2c(c(-c3cc4sc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(-c8sc(C)c9c(F)c(C(=O)OCC(CC)CCCC)sc89)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)cc4s3)n(CCCCCCCC)c2-c2cc3sc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)cc3s2)C1=O,donor,,IBZOMBGZYGIUFS-UHFFFAOYSA-N,
CCCCC(CC)Cc1ccc(-c2c3cc(-c4sc(C)c(C(=O)OC)c4F)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,donor,,IYFXQCKCHGMFRE-UHFFFAOYSA-N,
